"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Sentence1]]]]: She asked to be [[excused]] from last week 's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda .<SPLIT>[[[[Sentence2]]]]: She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda .","[[[[Sentence1]]]]: She asked to be [[excusing]] from last week 's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda .<SPLIT>[[[[Sentence2]]]]: She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda .",0.03624904155731201,0.8954342007637024,1,0,1,56,"Successful"
"[[[[Sentence1]]]]: In a not-too-subtle swipe at Dean , he predicted Americans would not elect a Democrat "" who sounds an uncertain trumpet in these dangerous times . ""<SPLIT>[[[[Sentence2]]]]: They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times . ""","[[[[Sentence1]]]]: In a not-too-subtle swipe at Dean , he predicted Americans would not elect a Democrat "" who sounds an uncertain trumpet in these dangerous times . ""<SPLIT>[[[[Sentence2]]]]: They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times . """,0.6547989845275879,0.6547989845275879,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: The jury asked for [[transcripts]] of Quattrone 's testimony about his role in the IPO [[allocation]] process .<SPLIT>[[[[Sentence2]]]]: The jury asked to [[have]] Mr. Quattrone 's testimony about his role in the allocation of stock offerings read to them .","[[[[Sentence1]]]]: The jury asked for [[appearances]] of Quattrone 's testimony about his role in the IPO [[maps]] process .<SPLIT>[[[[Sentence2]]]]: The jury asked to [[get]] Mr. Quattrone 's testimony about his role in the allocation of stock offerings read to them .",0.0042035579681396484,0.6613374948501587,1,0,1,100,"Successful"
"[[[[Sentence1]]]]: I have no doubt whatever that the evidence of Iraqi weapons of mass destruction will be there .<SPLIT>[[[[Sentence2]]]]: "" I have said throughout ... I have absolutely no [[doubt]] about the existence of weapons of mass destruction .","[[[[Sentence1]]]]: I have no doubt whatever that the evidence of Iraqi weapons of mass destruction will be there .<SPLIT>[[[[Sentence2]]]]: "" I have said throughout ... I have absolutely no [[doubtless]] about the existence of weapons of mass destruction .",0.12003010511398315,0.7963127493858337,1,0,1,36,"Successful"
"[[[[Sentence1]]]]: Albertsons and [[Kroger]] 's Ralphs [[chain]] locked out their [[workers]] in [[response]] .<SPLIT>[[[[Sentence2]]]]: [[Kroger]] 's Ralphs chain and Albertsons immediately [[locked]] out their grocery [[workers]] in a show of solidarity .","[[[[Sentence1]]]]: Albertsons and [[Albertson]] 's Ralphs [[pigtails]] locked out their [[labourer]] in [[overreaction]] .<SPLIT>[[[[Sentence2]]]]: [[Costco]] 's Ralphs chain and Albertsons immediately [[latches]] out their grocery [[workday]] in a show of solidarity .",0.0017057061195373535,0.8335093855857849,1,0,1,236,"Successful"
"[[[[Sentence1]]]]: It later emerged that he had broken his right thigh and bones in his right wrist and elbow .<SPLIT>[[[[Sentence2]]]]: Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures .","[[[[Sentence1]]]]: It later emerged that he had broken his right thigh and bones in his right wrist and elbow .<SPLIT>[[[[Sentence2]]]]: Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures .",0.6175661087036133,0.6175661087036133,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: [[Court]] [[Judge]] Robert Sweet [[said]] the [[plaintiffs]] [[failed]] "" to [[draw]] an [[adequate]] casual [[connection]] between the consumption of McDonald 's food and their alleged [[injuries]] . ""<SPLIT>[[[[Sentence2]]]]: The [[judge]] in U.[[S]]. District [[Court]] in Manhattan [[said]] the [[plaintiffs]] had [[failed]] "" to draw an adequate casual [[connection]] between the consumption of McDonald 's food and their alleged [[injuries]] . ""","[[[[Sentence1]]]]: [[Trial]] [[Qazi]] Robert Sweet [[mention]] the [[author]] [[misguided]] "" to [[luring]] an [[insufficient]] casual [[relationships]] between the consumption of McDonald 's food and their alleged [[misdeeds]] . ""<SPLIT>[[[[Sentence2]]]]: The [[richter]] in U.[[n]]. District [[Magistrates]] in Manhattan [[alluded]] the [[bidders]] had [[malfunctioning]] "" to draw an adequate casual [[liaise]] between the consumption of McDonald 's food and their alleged [[injure]] . """,0.0016289353370666504,0.550493597984314,1,0,1,593,"Successful"
"[[[[Sentence1]]]]: A neighbor said a [[duffel]] bag [[containing]] a [[woman]] 's [[body]] was dug up , and the other [[body]] was [[encased]] in [[concrete]] .<SPLIT>[[[[Sentence2]]]]: A neighbor [[said]] a [[woman]] 's body was dug up in a [[duffel]] [[bag]] , and the other was [[encased]] in concrete .","[[[[Sentence1]]]]: A neighbor said a [[duffle]] bag [[contained]] a [[missus]] 's [[bodywork]] was dug up , and the other [[entity]] was [[coated]] in [[truthful]] .<SPLIT>[[[[Sentence2]]]]: A neighbor [[indicated]] a [[daughter]] 's body was dug up in a [[satchel]] [[rucksack]] , and the other was [[recessed]] in concrete .",0.0016085505485534668,0.5853676795959473,1,0,1,334,"Successful"
"[[[[Sentence1]]]]: At least five class-action lawsuits have been filed , including one in Pennsylvania .<SPLIT>[[[[Sentence2]]]]: At least five class-action lawsuits have been filed on [[behalf]] of hormone [[users]] .","[[[[Sentence1]]]]: At least five class-action lawsuits have been filed , including one in Pennsylvania .<SPLIT>[[[[Sentence2]]]]: At least five class-action lawsuits have been filed on [[name]] of hormone [[subscribers]] .",0.01182866096496582,0.6801275014877319,0,1,0,57,"Successful"
"[[[[Sentence1]]]]: Southwest said it completed [[inspections]] of its entire fleet of 385 aircraft -- all 737s -- and [[found]] no [[additional]] [[items]] .<SPLIT>[[[[Sentence2]]]]: Southwest said it had already [[inspected]] its fleet of 385 aircraft and found no additional suspicious items .","[[[[Sentence1]]]]: Southwest said it completed [[cheques]] of its entire fleet of 385 aircraft -- all 737s -- and [[saw]] no [[extras]] [[clauses]] .<SPLIT>[[[[Sentence2]]]]: Southwest said it had already [[inspection]] its fleet of 385 aircraft and found no additional suspicious items .",0.0027971267700195312,0.725077748298645,1,0,1,225,"Successful"
"[[[[Sentence1]]]]: Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business .<SPLIT>[[[[Sentence2]]]]: Intel Corp. ' s second-quarter profits [[doubled]] and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors .","[[[[Sentence1]]]]: Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business .<SPLIT>[[[[Sentence2]]]]: Intel Corp. ' s second-quarter profits [[twofold]] and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors .",0.024624347686767578,0.5063161253929138,0,1,0,54,"Successful"
"[[[[Sentence1]]]]: The South Korean Agriculture and Forestry Ministry also said it would throw out or send back all Canadian [[beef]] currently in [[store]] .<SPLIT>[[[[Sentence2]]]]: The South Korean Agriculture and Forestry Ministry said it would [[scrap]] or [[return]] all Canadian [[beef]] in [[store]] .","[[[[Sentence1]]]]: The South Korean Agriculture and Forestry Ministry also said it would throw out or send back all Canadian [[oxley]] currently in [[supermarket]] .<SPLIT>[[[[Sentence2]]]]: The South Korean Agriculture and Forestry Ministry said it would [[eradication]] or [[returns]] all Canadian [[fattened]] in [[emporium]] .",0.001307666301727295,0.6807698011398315,1,0,1,302,"Successful"
"[[[[Sentence1]]]]: "" It appears from our [[initial]] report that this was a textbook landing considering the circumstances , "" Burke said .<SPLIT>[[[[Sentence2]]]]: Said Mr. Burke : "" It was a textbook landing considering the circumstances . ""","[[[[Sentence1]]]]: "" It appears from our [[initially]] report that this was a textbook landing considering the circumstances , "" Burke said .<SPLIT>[[[[Sentence2]]]]: Said Mr. Burke : "" It was a textbook landing considering the circumstances . """,0.37599802017211914,0.5153358578681946,0,1,0,46,"Successful"
"[[[[Sentence1]]]]: By Sunday night , the fires had blackened 277,000 [[acres]] , hundreds of [[miles]] apart .<SPLIT>[[[[Sentence2]]]]: Major fires had burned 264,000 acres by early last night .","[[[[Sentence1]]]]: By Sunday night , the fires had blackened 277,000 [[ha]] , hundreds of [[mel]] apart .<SPLIT>[[[[Sentence2]]]]: Major fires had burned 264,000 acres by early last night .",0.1108354926109314,0.60880047082901,0,1,0,45,"Successful"
"[[[[Sentence1]]]]: "" [[The]] Domino [[application]] server is going to be around for at least the next decade . ""<SPLIT>[[[[Sentence2]]]]: "" The Domino [[application]] [[server]] will be around for the next decade , "" he [[said]] .","[[[[Sentence1]]]]: "" [[Both]] Domino [[enquired]] server is going to be around for at least the next decade . ""<SPLIT>[[[[Sentence2]]]]: "" The Domino [[requisitioning]] [[officials]] will be around for the next decade , "" he [[mention]] .",0.003735959529876709,0.9155126810073853,1,0,1,176,"Successful"
"[[[[Sentence1]]]]: The technology-laced Nasdaq Composite [[Index]] .IXIC shed 15 points , or 0.98 [[percent]] , to 1,492 .<SPLIT>[[[[Sentence2]]]]: The [[broader]] [[Standard]] & [[Poor]] 's 500 [[Index]] < .SPX > [[edged]] down 9 [[points]] , or 0.98 [[percent]] , to 921 .","[[[[Sentence1]]]]: The technology-laced Nasdaq Composite [[Indication]] .IXIC shed 15 points , or 0.98 [[proportion]] , to 1,492 .<SPLIT>[[[[Sentence2]]]]: The [[big]] [[Stallion]] & [[Feeble]] 's 500 [[Indicators]] < .SPX > [[slipped]] down 9 [[items]] , or 0.98 [[fraction]] , to 921 .",0.037438809871673584,0.8187154531478882,0,1,0,280,"Successful"
"[[[[Sentence1]]]]: Sequent representatives could not immediately be reached for comment on the SCO announcement .<SPLIT>[[[[Sentence2]]]]: A spokesman for SCO could not be reached for comment this afternoon .","[[[[Sentence1]]]]: Sequent representatives could not immediately be reached for comment on the SCO announcement .<SPLIT>[[[[Sentence2]]]]: A spokesman for SCO could not be reached for comment this afternoon .",0.8636242151260376,0.8636242151260376,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: CCAG [[supported]] Bill Curry , Rowland 's opponent in the 2002 gubernatorial election .<SPLIT>[[[[Sentence2]]]]: Mr. Swan 's group supported the governor 's Democratic opponent , Bill Curry , in the 2002 election .","[[[[Sentence1]]]]: CCAG [[corroborated]] Bill Curry , Rowland 's opponent in the 2002 gubernatorial election .<SPLIT>[[[[Sentence2]]]]: Mr. Swan 's group supported the governor 's Democratic opponent , Bill Curry , in the 2002 election .",0.002071380615234375,0.8781980872154236,1,0,1,68,"Successful"
"[[[[Sentence1]]]]: The [[study]] is being published today in the journal [[Science]] .<SPLIT>[[[[Sentence2]]]]: Their findings were published today in Science .","[[[[Sentence1]]]]: The [[browse]] is being published today in the journal [[Scientifically]] .<SPLIT>[[[[Sentence2]]]]: Their findings were published today in Science .",0.002271711826324463,0.6917115449905396,1,0,1,72,"Successful"
"[[[[Sentence1]]]]: "" The panel told the U.S. to correct its flawed determination , "" said Pierre [[Pettigrew]] , Canada 's trade minister , in a [[statement]] .<SPLIT>[[[[Sentence2]]]]: "" The panel told the U.S. to correct its flawed determination , "" Mr. [[Pettigrew]] said in a statement .","[[[[Sentence1]]]]: "" The panel told the U.S. to correct its flawed determination , "" said Pierre [[Broyles]] , Canada 's trade minister , in a [[depositions]] .<SPLIT>[[[[Sentence2]]]]: "" The panel told the U.S. to correct its flawed determination , "" Mr. [[Fairley]] said in a statement .",0.002680480480194092,0.5561511516571045,1,0,1,79,"Successful"
"[[[[Sentence1]]]]: Kay was sent to Iraq to co-ordinate efforts to find the [[weapons]] that US intelligence reported before the [[invasion]] that ousted Iraqi president Saddam Hussein had .<SPLIT>[[[[Sentence2]]]]: Kay was sent to Iraq this summer to coordinate efforts to find the weapons that U.S. intelligence reported before the war that [[Saddam]] Hussein [[had]] .","[[[[Sentence1]]]]: Kay was sent to Iraq to co-ordinate efforts to find the [[armed]] that US intelligence reported before the [[encroaching]] that ousted Iraqi president Saddam Hussein had .<SPLIT>[[[[Sentence2]]]]: Kay was sent to Iraq this summer to coordinate efforts to find the weapons that U.S. intelligence reported before the war that [[Iraqi]] Hussein [[owns]] .",0.009218037128448486,0.7284914255142212,1,0,1,154,"Successful"
"[[[[Sentence1]]]]: "" It 's a recognition that we were [[provided]] faulty information , "" [[Tom]] Daschle , the [[senate]] Democratic [[leader]] , [[told]] reporters .<SPLIT>[[[[Sentence2]]]]: "" It 's a [[recognition]] that we were [[provided]] [[faulty]] information , "" Senate Democratic Leader [[Tom]] Daschle of South Dakota told reporters .","[[[[Sentence1]]]]: "" It 's a recognition that we were [[accorded]] faulty information , "" [[Tony]] Daschle , the [[republicans]] Democratic [[director]] , [[avowed]] reporters .<SPLIT>[[[[Sentence2]]]]: "" It 's a [[recognise]] that we were [[brought]] [[unwholesome]] information , "" Senate Democratic Leader [[Thom]] Daschle of South Dakota told reporters .",0.0021317005157470703,0.6440631151199341,1,0,1,359,"Successful"
"[[[[Sentence1]]]]: [[Monday]] 's [[attacks]] Monday were among the [[deadliest]] against Americans since Sept . 11 , 2001 .<SPLIT>[[[[Sentence2]]]]: They were the deadliest terrorist [[attacks]] against Americans [[since]] September 11 .","[[[[Sentence1]]]]: [[Evening]] 's [[attacked]] Monday were among the [[bloodiest]] against Americans since Sept . 11 , 2001 .<SPLIT>[[[[Sentence2]]]]: They were the deadliest terrorist [[aggressiveness]] against Americans [[than]] September 11 .",0.002510666847229004,0.5599644780158997,1,0,1,158,"Successful"
"[[[[Sentence1]]]]: The MDC called the strike to force Mr Mugabe to either [[resign]] or negotiate a settlement of the [[Zimbabwe]] [[crisis]] .<SPLIT>[[[[Sentence2]]]]: The MDC called the week-long protest to urge Mugabe either to [[resign]] or to negotiate a settlement of the crisis gripping the country .","[[[[Sentence1]]]]: The MDC called the strike to force Mr Mugabe to either [[forsworn]] or negotiate a settlement of the [[Mbeki]] [[stillness]] .<SPLIT>[[[[Sentence2]]]]: The MDC called the week-long protest to urge Mugabe either to [[quit]] or to negotiate a settlement of the crisis gripping the country .",0.0023540854454040527,0.9227608442306519,1,0,1,126,"Successful"
"[[[[Sentence1]]]]: [[Police]] and [[school]] officials agreed last week to step up police presence in response to reports of increased violence and gang activity .<SPLIT>[[[[Sentence2]]]]: Police [[met]] with [[school]] officials Oct. 24 and agreed to increase their presence after reports of increased violence and gang activity .","[[[[Sentence1]]]]: [[Detective]] and [[training]] officials agreed last week to step up police presence in response to reports of increased violence and gang activity .<SPLIT>[[[[Sentence2]]]]: Police [[encountered]] with [[academics]] officials Oct. 24 and agreed to increase their presence after reports of increased violence and gang activity .",0.0020495057106018066,0.9435580968856812,1,0,1,194,"Successful"
"[[[[Sentence1]]]]: "" We started our investigation of the child porn ring last year in August and soon realized that it was a big thing , "" Mr. Beer said .<SPLIT>[[[[Sentence2]]]]: "" We started our investigation of the child porn ring last year in August and soon realised that it was a big thing , "" Mr Beer [[told]] a packed press conference .","[[[[Sentence1]]]]: "" We started our investigation of the child porn ring last year in August and soon realized that it was a big thing , "" Mr. Beer said .<SPLIT>[[[[Sentence2]]]]: "" We started our investigation of the child porn ring last year in August and soon realised that it was a big thing , "" Mr Beer [[notify]] a packed press conference .",0.0017505884170532227,0.5220546722412109,1,0,1,85,"Successful"
"[[[[Sentence1]]]]: [[Actor]] Arnold Schwarzenegger is [[leaving]] [[backers]] in suspense , and former Los Angeles Mayor Richard Riordan will consider if the [[Terminator]] balks .<SPLIT>[[[[Sentence2]]]]: Arnold Schwarzenegger and former Los Angeles Mayor [[Richard]] Riordan may jump in by the Aug. 9 deadline to [[file]] .","[[[[Sentence1]]]]: [[Entertainers]] Arnold Schwarzenegger is [[vacation]] [[lenders]] in suspense , and former Los Angeles Mayor Richard Riordan will consider if the [[Skynet]] balks .<SPLIT>[[[[Sentence2]]]]: Arnold Schwarzenegger and former Los Angeles Mayor [[Ricci]] Riordan may jump in by the Aug. 9 deadline to [[dossier]] .",0.009455680847167969,0.5210161209106445,0,1,0,153,"Successful"
"[[[[Sentence1]]]]: But planning for an expansion of Wagerup has been caught up in a heated debate about the [[existing]] project 's effect on [[local]] [[residents]] .<SPLIT>[[[[Sentence2]]]]: But plans to expand Wagerup had been caught up in a heated debate about the existing pro-ject 's [[impact]] on the amenity of local [[residents]] .","[[[[Sentence1]]]]: But planning for an expansion of Wagerup has been caught up in a heated debate about the [[existent]] project 's effect on [[localized]] [[living]] .<SPLIT>[[[[Sentence2]]]]: But plans to expand Wagerup had been caught up in a heated debate about the existing pro-ject 's [[stricken]] on the amenity of local [[compatriots]] .",0.0023557543754577637,0.6073851585388184,1,0,1,161,"Successful"
"[[[[Sentence1]]]]: PeopleSoft management could [[choose]] to activate an anti-takeover defense known as a "" poison pill , "" designed to thwart undesired suitors .<SPLIT>[[[[Sentence2]]]]: PeopleSoft is equipped with an anti-takeover defence , known as a "" poison pill , "" designed to thwart undesired suitors .","[[[[Sentence1]]]]: PeopleSoft management could [[choice]] to activate an anti-takeover defense known as a "" poison pill , "" designed to thwart undesired suitors .<SPLIT>[[[[Sentence2]]]]: PeopleSoft is equipped with an anti-takeover defence , known as a "" poison pill , "" designed to thwart undesired suitors .",0.2433319091796875,0.8878333568572998,1,0,1,74,"Successful"
"[[[[Sentence1]]]]: [[In]] connection with the incident , I have acknowledged that I behaved inappropriately . ""<SPLIT>[[[[Sentence2]]]]: "" I have acknowledged that I behaved inappropriately , "" he said .","[[[[Sentence1]]]]: [[Of]] connection with the incident , I have acknowledged that I behaved inappropriately . ""<SPLIT>[[[[Sentence2]]]]: "" I have acknowledged that I behaved inappropriately , "" he said .",0.011404812335968018,0.547705888748169,1,0,1,35,"Successful"
"[[[[Sentence1]]]]: Hotly contested legislation that would change the state 's takeover law and [[help]] a Michigan-based development company fend off a takeover cleared the state Senate on Thursday .<SPLIT>[[[[Sentence2]]]]: Legislation that would change state takeover law and help Bloomfield Hills-based Taubman Centers Inc. fend off a $ 1-billion takeover won committee approval Tuesday .","[[[[Sentence1]]]]: Hotly contested legislation that would change the state 's takeover law and [[aides]] a Michigan-based development company fend off a takeover cleared the state Senate on Thursday .<SPLIT>[[[[Sentence2]]]]: Legislation that would change state takeover law and help Bloomfield Hills-based Taubman Centers Inc. fend off a $ 1-billion takeover won committee approval Tuesday .",0.008618652820587158,0.849520206451416,1,0,1,82,"Successful"
"[[[[Sentence1]]]]: The New York Mets then [[selected]] outfielder Lastings Milledge from Lakewood Ranch High School in Florida .<SPLIT>[[[[Sentence2]]]]: The Mets took Lastings Milledge , an outfielder from Florida , with the 12th pick .","[[[[Sentence1]]]]: The New York Mets then [[chosen]] outfielder Lastings Milledge from Lakewood Ranch High School in Florida .<SPLIT>[[[[Sentence2]]]]: The Mets took Lastings Milledge , an outfielder from Florida , with the 12th pick .",0.49013370275497437,0.7427878379821777,1,0,1,70,"Successful"
"[[[[Sentence1]]]]: The respected medical journal Lancet [[has]] called for a complete ban on tobacco in the United [[Kingdom]] .<SPLIT>[[[[Sentence2]]]]: A leading U.K. medical journal [[called]] Friday for a complete ban on tobacco , [[prompting]] outrage from smokers ' groups .","[[[[Sentence1]]]]: The respected medical journal Lancet [[holds]] called for a complete ban on tobacco in the United [[Britons]] .<SPLIT>[[[[Sentence2]]]]: A leading U.K. medical journal [[invite]] Friday for a complete ban on tobacco , [[pressuring]] outrage from smokers ' groups .",0.005017697811126709,0.8331283330917358,0,1,0,184,"Successful"
"[[[[Sentence1]]]]: Michael [[Hill]] , a [[Sun]] reporter who is a [[member]] of the Washington-Baltimore [[Newspaper]] Guild 's [[bargaining]] [[committee]] , [[estimated]] [[meetings]] to last late [[Sunday]] .<SPLIT>[[[[Sentence2]]]]: "" We [[hope]] it 's [[symbolic]] , "" [[said]] Michael [[Hill]] , a Sun [[reporter]] and member of the guild 's bargaining committee .","[[[[Sentence1]]]]: Michael [[Hills]] , a [[Sunshine]] reporter who is a [[deputies]] of the Washington-Baltimore [[Newsletter]] Guild 's [[negotiates]] [[commissions]] , [[calculating]] [[briefings]] to last late [[Tonight]] .<SPLIT>[[[[Sentence2]]]]: "" We [[hoping]] it 's [[symptomatic]] , "" [[talked]] Michael [[Mont]] , a Sun [[press]] and member of the guild 's bargaining committee .",0.005323529243469238,0.08244287967681885,0,0,0,553,"Failed"
"[[[[Sentence1]]]]: Coca-Cola said it expected its write-down to cut a quarter of a penny per share from second-quarter earnings .<SPLIT>[[[[Sentence2]]]]: The write-down [[will]] cut a quarter of a penny per share from second-quarter earnings , according to Coca-Cola .","[[[[Sentence1]]]]: Coca-Cola said it expected its write-down to cut a quarter of a penny per share from second-quarter earnings .<SPLIT>[[[[Sentence2]]]]: The write-down [[alacrity]] cut a quarter of a penny per share from second-quarter earnings , according to Coca-Cola .",0.0020533204078674316,0.6676198840141296,1,0,1,49,"Successful"
"[[[[Sentence1]]]]: The Defense Department statement [[said]] [[legal]] [[access]] for Hamdi was not [[required]] by domestic or international law and "" should not be treated as precedent . ""<SPLIT>[[[[Sentence2]]]]: The Pentagon statement said that allowing Hamdi [[access]] to a lawyer "" is not required by domestic or international law and should not be treated as a precedent . ""","[[[[Sentence1]]]]: The Defense Department statement [[contends]] [[legality]] [[approachable]] for Hamdi was not [[necessities]] by domestic or international law and "" should not be treated as precedent . ""<SPLIT>[[[[Sentence2]]]]: The Pentagon statement said that allowing Hamdi [[accede]] to a lawyer "" is not required by domestic or international law and should not be treated as a precedent . """,0.0031303763389587402,0.5304666757583618,1,0,1,160,"Successful"
"[[[[Sentence1]]]]: Clijsters was simply too complete and powerful for the Spanish veteran Conchita Martínez in her quarterfinal , [[winning]] , 6-2 , 6-1 .<SPLIT>[[[[Sentence2]]]]: Clijsters was simply too powerful for Spanish veteran Conchita Martinez , [[winning]] 6-2 , 6-1 .","[[[[Sentence1]]]]: Clijsters was simply too complete and powerful for the Spanish veteran Conchita Martínez in her quarterfinal , [[triomphe]] , 6-2 , 6-1 .<SPLIT>[[[[Sentence2]]]]: Clijsters was simply too powerful for Spanish veteran Conchita Martinez , [[triumphed]] 6-2 , 6-1 .",0.002044200897216797,0.5376001596450806,1,0,1,95,"Successful"
"[[[[Sentence1]]]]: City Councilman Cedric Wilson said those killed were Cpl. James Crump , Officer Arnold Strickland and dispatcher Ace Mealer .<SPLIT>[[[[Sentence2]]]]: Fayette City Councilman Cedric Wilson [[identified]] the [[dead]] as Cpl. James Crump , Officer Arnold Strickland and [[dispatcher]] Ace Mealer .","[[[[Sentence1]]]]: City Councilman Cedric Wilson said those killed were Cpl. James Crump , Officer Arnold Strickland and dispatcher Ace Mealer .<SPLIT>[[[[Sentence2]]]]: Fayette City Councilman Cedric Wilson [[shown]] the [[perish]] as Cpl. James Crump , Officer Arnold Strickland and [[emitter]] Ace Mealer .",0.002242743968963623,0.947843074798584,1,0,1,86,"Successful"
"[[[[Sentence1]]]]: But , to the dismay of Reaganites , there is no mention of the Reagan-era economic boom .<SPLIT>[[[[Sentence2]]]]: But there is no mention of the [[economic]] recovery or the creation of wealth during his administration .","[[[[Sentence1]]]]: But , to the dismay of Reaganites , there is no mention of the Reagan-era economic boom .<SPLIT>[[[[Sentence2]]]]: But there is no mention of the [[economical]] recovery or the creation of wealth during his administration .",0.02685922384262085,0.8290711045265198,0,1,0,20,"Successful"
"[[[[Sentence1]]]]: The interview came a day after a report in the British press that he had been taken into custody .<SPLIT>[[[[Sentence2]]]]: The interview Thursday came a day after [[Britain]] 's Daily Mirror [[reported]] Sahhaf had been taken into custody .","[[[[Sentence1]]]]: The interview came a day after a report in the British press that he had been taken into custody .<SPLIT>[[[[Sentence2]]]]: The interview Thursday came a day after [[Bretagne]] 's Daily Mirror [[avowed]] Sahhaf had been taken into custody .",0.002324521541595459,0.5766415596008301,1,0,1,89,"Successful"
"[[[[Sentence1]]]]: Lay had [[argued]] that handing over the [[documents]] would be a [[violation]] of his Fifth Amendment rights against self-incrimination .<SPLIT>[[[[Sentence2]]]]: [[Lay]] had [[refused]] to turn over the papers , asserting his Fifth Amendment right against self-incrimination .","[[[[Sentence1]]]]: Lay had [[alleges]] that handing over the [[dossier]] would be a [[felony]] of his Fifth Amendment rights against self-incrimination .<SPLIT>[[[[Sentence2]]]]: [[Throw]] had [[dismissed]] to turn over the papers , asserting his Fifth Amendment right against self-incrimination .",0.001717209815979004,0.7621517181396484,1,0,1,182,"Successful"
"[[[[Sentence1]]]]: "" I don 't know whether that [[means]] two years or four years .<SPLIT>[[[[Sentence2]]]]: "" Whether that means [[two]] years or [[four]] years , I don 't [[know]] . ""","[[[[Sentence1]]]]: "" I don 't know whether that [[technique]] two years or four years .<SPLIT>[[[[Sentence2]]]]: "" Whether that means [[three]] years or [[quattro]] years , I don 't [[savoir]] . """,0.0025529861450195312,0.5124633312225342,1,0,1,100,"Successful"
"[[[[Sentence1]]]]: Walker [[said]] he expects that the president 's budget will include a [[request]] for three percent to five percent budget [[increases]] for NASA for each of the next five [[years]] .<SPLIT>[[[[Sentence2]]]]: [[Walker]] [[said]] he expects that the president ’ s budget will include a request for 3 to 5 percent budget [[increases]] for [[NASA]] for each of the next [[five]] [[years]] .","[[[[Sentence1]]]]: Walker [[says]] he expects that the president 's budget will include a [[requested]] for three percent to five percent budget [[surging]] for NASA for each of the next five [[ageing]] .<SPLIT>[[[[Sentence2]]]]: [[Jackson]] [[says]] he expects that the president ’ s budget will include a request for 3 to 5 percent budget [[raise]] for [[JPL]] for each of the next [[three]] [[anno]] .",0.0014902949333190918,0.5224061012268066,1,0,1,360,"Successful"
"[[[[Sentence1]]]]: Shares in BA were down 1.5 percent at 168 pence by 1420 GMT , off a low of 164p , in a slightly stronger overall London market .<SPLIT>[[[[Sentence2]]]]: [[Shares]] in BA were down three percent at 165-1 / 4 pence by 0933 GMT , off a low of 164 pence , in a [[stronger]] market .","[[[[Sentence1]]]]: Shares in BA were down 1.5 percent at 168 pence by 1420 GMT , off a low of 164p , in a slightly stronger overall London market .<SPLIT>[[[[Sentence2]]]]: [[Currency]] in BA were down three percent at 165-1 / 4 pence by 0933 GMT , off a low of 164 pence , in a [[heightened]] market .",0.022199511528015137,0.7564036846160889,1,0,1,86,"Successful"
"[[[[Sentence1]]]]: Amnesty International has said that over the past 20 years it has collected [[information]] about 17,000 disappearances in Iraq but the [[actual]] [[figure]] may be [[much]] [[higher]] .<SPLIT>[[[[Sentence2]]]]: Amnesty International said that over the past 20 years it had collected [[information]] about 17,000 disappearances in [[Iraq]] .","[[[[Sentence1]]]]: Amnesty International has said that over the past 20 years it has collected [[enlightened]] about 17,000 disappearances in Iraq but the [[real]] [[numeral]] may be [[sizeable]] [[grandest]] .<SPLIT>[[[[Sentence2]]]]: Amnesty International said that over the past 20 years it had collected [[notifying]] about 17,000 disappearances in [[Iraqis]] .",0.035475969314575195,0.5096513628959656,0,1,0,177,"Successful"
"[[[[Sentence1]]]]: Both have said they are [[willing]] to take the slim chance of success for the opportunity to lead separate lives .<SPLIT>[[[[Sentence2]]]]: Twenty-nine-year-old Iranian sisters Ladan and Laleh Bijani are [[willing]] to [[accept]] the slim chance of success just for an opportunity to lead separate lives .","[[[[Sentence1]]]]: Both have said they are [[keen]] to take the slim chance of success for the opportunity to lead separate lives .<SPLIT>[[[[Sentence2]]]]: Twenty-nine-year-old Iranian sisters Ladan and Laleh Bijani are [[desirous]] to [[condone]] the slim chance of success just for an opportunity to lead separate lives .",0.016968727111816406,0.8076441287994385,1,0,1,101,"Successful"
