"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Sentence1]]]]: The network is also [[dropping]] its Friday night "" Dateline "" edition .<SPLIT>[[[[Sentence2]]]]: The network will drop one edition of "" Dateline , "" its newsmagazine franchise .","[[[[Sentence1]]]]: The network is also [[toppling]] its Friday night "" Dateline "" edition .<SPLIT>[[[[Sentence2]]]]: The network will drop one edition of "" Dateline , "" its newsmagazine franchise .",0.07402390241622925,0.8194941282272339,1,0,1,51,"Successful"
"[[[[Sentence1]]]]: "" I 'm real [[excited]] to be a Cleveland Cavalier , "" James said .<SPLIT>[[[[Sentence2]]]]: "" I 'm really excited about going to Cleveland , "" James told ESPN.com.","[[[[Sentence1]]]]: "" I 'm real [[jazzed]] to be a Cleveland Cavalier , "" James said .<SPLIT>[[[[Sentence2]]]]: "" I 'm really excited about going to Cleveland , "" James told ESPN.com.",0.0072054266929626465,0.510393500328064,1,0,1,61,"Successful"
"[[[[Sentence1]]]]: Russ Britt is the Los Angeles Bureau Chief for CBS.MarketWatch.com.<SPLIT>[[[[Sentence2]]]]: [[Emily]] Church is London bureau chief of CBS.MarketWatch.com.","[[[[Sentence1]]]]: Russ Britt is the Los Angeles Bureau Chief for CBS.MarketWatch.com.<SPLIT>[[[[Sentence2]]]]: [[Hui]] Church is London bureau chief of CBS.MarketWatch.com.",0.009549558162689209,0.9841225147247314,0,1,0,26,"Successful"
"[[[[Sentence1]]]]: [[The]] others were ABN AMRO AAH.AS , ING ING.AS , [[Goldman]] Sachs GS.N and Rabobank [ RABN.UL ] .<SPLIT>[[[[Sentence2]]]]: The five main banks are ABN AMRO AAH.AS , ING ING.AS , J.P. Morgan JPM.N , [[Goldman]] Sachs GS.N and Rabobank [ RABN.UL ] .","[[[[Sentence1]]]]: [[Both]] others were ABN AMRO AAH.AS , ING ING.AS , [[Dimon]] Sachs GS.N and Rabobank [ RABN.UL ] .<SPLIT>[[[[Sentence2]]]]: The five main banks are ABN AMRO AAH.AS , ING ING.AS , J.P. Morgan JPM.N , [[Saks]] Sachs GS.N and Rabobank [ RABN.UL ] .",0.0036098361015319824,0.5032631158828735,1,0,1,79,"Successful"
"[[[[Sentence1]]]]: WorldCom 's accounting problems came to light early last year , and the company filed for bankruptcy in July 2002 , [[citing]] massive accounting [[irregularities]] .<SPLIT>[[[[Sentence2]]]]: WorldCom 's financial troubles came to light last year and the company subsequently filed for bankruptcy in July , 2002 .","[[[[Sentence1]]]]: WorldCom 's accounting problems came to light early last year , and the company filed for bankruptcy in July 2002 , [[paraphrasing]] massive accounting [[flaw]] .<SPLIT>[[[[Sentence2]]]]: WorldCom 's financial troubles came to light last year and the company subsequently filed for bankruptcy in July , 2002 .",0.0287247896194458,0.648959755897522,0,1,0,131,"Successful"
"[[[[Sentence1]]]]: They were at Raffles Hospital over the weekend for further evaluation .<SPLIT>[[[[Sentence2]]]]: They underwent more tests over the weekend , and are now warded at Raffles Hospital .","[[[[Sentence1]]]]: They were at Raffles Hospital over the weekend for further evaluation .<SPLIT>[[[[Sentence2]]]]: They underwent more tests over the weekend , and are now warded at Raffles Hospital .",0.5794903635978699,0.5794903635978699,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: [[Rich]] media doubled its share , increasing from 3 % in Q2 2002 to 6 % in Q2 2003 .<SPLIT>[[[[Sentence2]]]]: Rich Media interactive ad formats doubled their [[share]] from 3 % in second quarter of 2002 , to 6 % in the second quarter of 2003 .","[[[[Sentence1]]]]: [[Affluent]] media doubled its share , increasing from 3 % in Q2 2002 to 6 % in Q2 2003 .<SPLIT>[[[[Sentence2]]]]: Rich Media interactive ad formats doubled their [[currencies]] from 3 % in second quarter of 2002 , to 6 % in the second quarter of 2003 .",0.0050002336502075195,0.6171239614486694,1,0,1,112,"Successful"
"[[[[Sentence1]]]]: She first [[went]] to a specialist for initial tests last Monday , feeling tired and unwell .<SPLIT>[[[[Sentence2]]]]: The star , who [[plays]] schoolgirl Nina Tucker in Neighbours , [[went]] to a specialist on June 30 feeling tired and unwell .","[[[[Sentence1]]]]: She first [[happened]] to a specialist for initial tests last Monday , feeling tired and unwell .<SPLIT>[[[[Sentence2]]]]: The star , who [[game]] schoolgirl Nina Tucker in Neighbours , [[transpired]] to a specialist on June 30 feeling tired and unwell .",0.018909752368927002,0.6291390657424927,0,1,0,105,"Successful"
"[[[[Sentence1]]]]: Supermarket chains [[facing]] a possible grocery [[clerk]] strike this week accused union leaders Monday of breaking off contract talks [[prematurely]] over the weekend .<SPLIT>[[[[Sentence2]]]]: Supermarket chains are accusing union leaders of breaking off contract talks prematurely over the weekend as grocery [[clerks]] gear up for a possible strike .","[[[[Sentence1]]]]: Supermarket chains [[confronted]] a possible grocery [[secretarial]] strike this week accused union leaders Monday of breaking off contract talks [[immediatly]] over the weekend .<SPLIT>[[[[Sentence2]]]]: Supermarket chains are accusing union leaders of breaking off contract talks prematurely over the weekend as grocery [[personnel]] gear up for a possible strike .",0.0034095048904418945,0.5937473177909851,1,0,1,108,"Successful"
"[[[[Sentence1]]]]: MGM , NBC and [[Liberty]] [[executives]] were not immediately [[available]] for comment .<SPLIT>[[[[Sentence2]]]]: A Microsoft [[spokesman]] was not [[immediately]] available to comment .","[[[[Sentence1]]]]: MGM , NBC and [[Libre]] [[principals]] were not immediately [[reachable]] for comment .<SPLIT>[[[[Sentence2]]]]: A Microsoft [[mouthpiece]] was not [[conveniently]] available to comment .",0.007149696350097656,0.037139296531677246,0,0,0,233,"Failed"
"[[[[Sentence1]]]]: The ADRs fell 10 cents to $ 28.95 at 10 : 06 a.m. in New York Stock Exchange composite trading today .<SPLIT>[[[[Sentence2]]]]: Shares of Fox Entertainment Group Inc . , News Corp. ' s U.S. media and entertainment arm , fell 45 cents to $ 26.85 in New York Stock Exchange composite trading .","[[[[Sentence1]]]]: The ADRs fell 10 cents to $ 28.95 at 10 : 06 a.m. in New York Stock Exchange composite trading today .<SPLIT>[[[[Sentence2]]]]: Shares of Fox Entertainment Group Inc . , News Corp. ' s U.S. media and entertainment arm , fell 45 cents to $ 26.85 in New York Stock Exchange composite trading .",0.8882378339767456,0.8882378339767456,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: Don Asper called the attack "" [[bothersome]] , "" before he and his wife contacted the firm 's Web site provider to [[replace]] the [[vandalized]] page .<SPLIT>[[[[Sentence2]]]]: In a telephone interview , Don Asper [[called]] the attack "" [[bothersome]] , "" before he and his wife contacted the firm 's web site provider to have the vandalised page replaced .","[[[[Sentence1]]]]: Don Asper called the attack "" [[agonising]] , "" before he and his wife contacted the firm 's Web site provider to [[surrogate]] the [[razed]] page .<SPLIT>[[[[Sentence2]]]]: In a telephone interview , Don Asper [[calling]] the attack "" [[irksome]] , "" before he and his wife contacted the firm 's web site provider to have the vandalised page replaced .",0.002601146697998047,0.5060075521469116,1,0,1,224,"Successful"
"[[[[Sentence1]]]]: Hilsenrath and Klarman each were indicted on three counts of securities fraud .<SPLIT>[[[[Sentence2]]]]: Klarman was charged with 16 counts of wire fraud .","[[[[Sentence1]]]]: Hilsenrath and Klarman each were indicted on three counts of securities fraud .<SPLIT>[[[[Sentence2]]]]: Klarman was charged with 16 counts of wire fraud .",0.6134426593780518,0.6134426593780518,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: [[York]] had no problem with MTA 's [[insisting]] the decision to [[shift]] funds had been within its legal rights .<SPLIT>[[[[Sentence2]]]]: [[York]] had no problem with MTA 's [[saying]] the decision to shift [[funds]] was within its [[powers]] .","[[[[Sentence1]]]]: [[Scarsdale]] had no problem with MTA 's [[snubbed]] the decision to [[switching]] funds had been within its legal rights .<SPLIT>[[[[Sentence2]]]]: [[Manhattan]] had no problem with MTA 's [[affirming]] the decision to shift [[quantities]] was within its [[credentials]] .",0.0027636289596557617,0.5545300245285034,1,0,1,266,"Successful"
"[[[[Sentence1]]]]: Licensing revenue slid 21 percent , however , to $ 107.6 million .<SPLIT>[[[[Sentence2]]]]: License sales , a key measure of demand , [[fell]] 21 percent to $ 107.6 million .","[[[[Sentence1]]]]: Licensing revenue slid 21 percent , however , to $ 107.6 million .<SPLIT>[[[[Sentence2]]]]: License sales , a key measure of demand , [[crept]] 21 percent to $ 107.6 million .",0.1035454273223877,0.9393841028213501,1,0,1,68,"Successful"
"[[[[Sentence1]]]]: In his speech , [[Cheney]] praised Barbour 's accomplishments as chairman of the Republican National Committee .<SPLIT>[[[[Sentence2]]]]: Cheney returned Barbour 's favorable introduction by touting Barbour 's work as chair of the Republican National Committee .","[[[[Sentence1]]]]: In his speech , [[Chaney]] praised Barbour 's accomplishments as chairman of the Republican National Committee .<SPLIT>[[[[Sentence2]]]]: Cheney returned Barbour 's favorable introduction by touting Barbour 's work as chair of the Republican National Committee .",0.27699267864227295,0.9862524271011353,1,0,1,28,"Successful"
"[[[[Sentence1]]]]: If the magazine lost more than $ 4.2 million in a fiscal year , O 'Donnell would be allowed to [[quit]] .<SPLIT>[[[[Sentence2]]]]: If Rosie lost more than $ 4.2 million in a fiscal year , O 'Donnell - by contract - would have been permitted to quit .","[[[[Sentence1]]]]: If the magazine lost more than $ 4.2 million in a fiscal year , O 'Donnell would be allowed to [[parada]] .<SPLIT>[[[[Sentence2]]]]: If Rosie lost more than $ 4.2 million in a fiscal year , O 'Donnell - by contract - would have been permitted to quit .",0.005727410316467285,0.5833317041397095,1,0,1,78,"Successful"
"[[[[Sentence1]]]]: The upcoming second-quarter [[earnings]] season will be particularly important in [[offering]] investors guidance , they say .<SPLIT>[[[[Sentence2]]]]: They say second-quarter [[earnings]] reports will be key in giving investors that guidance .","[[[[Sentence1]]]]: The upcoming second-quarter [[profits]] season will be particularly important in [[gives]] investors guidance , they say .<SPLIT>[[[[Sentence2]]]]: They say second-quarter [[gain]] reports will be key in giving investors that guidance .",0.0029922127723693848,0.5485594272613525,1,0,1,188,"Successful"
"[[[[Sentence1]]]]: During her two days of meetings , Rocca will not meet the rebels since they are [[banned]] by the [[United]] [[States]] as a "" terrorist organisation "" .<SPLIT>[[[[Sentence2]]]]: During her two-day visit , Rocca will not meet the rebels since the United States [[has]] [[banned]] them as a "" terrorist [[organisation]] "" .","[[[[Sentence1]]]]: During her two days of meetings , Rocca will not meet the rebels since they are [[forbidding]] by the [[Uniformity]] [[Declaring]] as a "" terrorist organisation "" .<SPLIT>[[[[Sentence2]]]]: During her two-day visit , Rocca will not meet the rebels since the United States [[enjoy]] [[disliked]] them as a "" terrorist [[orchestrate]] "" .",0.002903461456298828,0.7116705179214478,1,0,1,199,"Successful"
"[[[[Sentence1]]]]: Nationally , the federal Centers for Disease Control and Prevention recorded 4,156 cases of West Nile , including 284 deaths .<SPLIT>[[[[Sentence2]]]]: There were 293 human cases of West Nile in [[Indiana]] in 2002 , including 11 deaths statewide .","[[[[Sentence1]]]]: Nationally , the federal Centers for Disease Control and Prevention recorded 4,156 cases of West Nile , including 284 deaths .<SPLIT>[[[[Sentence2]]]]: There were 293 human cases of West Nile in [[Indian]] in 2002 , including 11 deaths statewide .",0.24376648664474487,0.5771318078041077,0,1,0,32,"Successful"
"[[[[Sentence1]]]]: The blue-chip Dow Jones industrial average .DJI added 38 points , or 0.42 percent , to 9,165 .<SPLIT>[[[[Sentence2]]]]: The Dow Jones Industrial Average [ $ INDU ] ended at session highs , gaining 64.64 points , or 0.7 percent , to 9,191.09 .","[[[[Sentence1]]]]: The blue-chip Dow Jones industrial average .DJI added 38 points , or 0.42 percent , to 9,165 .<SPLIT>[[[[Sentence2]]]]: The Dow Jones Industrial Average [ $ INDU ] ended at session highs , gaining 64.64 points , or 0.7 percent , to 9,191.09 .",0.516101598739624,0.516101598739624,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: By the time the two-term president [[left]] office in 1989 , the Navy [[had]] [[nearly]] 600 ships--about [[twice]] the ships it has [[today]] .<SPLIT>[[[[Sentence2]]]]: By the time that Reagan left [[office]] in 1989 , the Navy had nearly 600 ships - about twice the [[number]] that it has [[today]] .","[[[[Sentence1]]]]: By the time the two-term president [[let]] office in 1989 , the Navy [[grabbed]] [[practically]] 600 ships--about [[doubly]] the ships it has [[jour]] .<SPLIT>[[[[Sentence2]]]]: By the time that Reagan left [[board]] in 1989 , the Navy had nearly 600 ships - about twice the [[nombre]] that it has [[mardi]] .",0.0027460455894470215,0.7169663310050964,1,0,1,220,"Successful"
"[[[[Sentence1]]]]: We are [[piloting]] it there to [[see]] whether we roll it out to other [[products]] .<SPLIT>[[[[Sentence2]]]]: Macromedia is [[piloting]] this product activation system in Contribute to test whether to roll it out to other products .","[[[[Sentence1]]]]: We are [[ordeals]] it there to [[considering]] whether we roll it out to other [[foodstuffs]] .<SPLIT>[[[[Sentence2]]]]: Macromedia is [[flyboy]] this product activation system in Contribute to test whether to roll it out to other products .",0.003626406192779541,0.5010280013084412,1,0,1,101,"Successful"
"[[[[Sentence1]]]]: This issue is unlikely to be resolved until lawmakers [[return]] from their summer recess in early September .<SPLIT>[[[[Sentence2]]]]: The issue is unlikely to be resolved until Congress reconvenes in early September .","[[[[Sentence1]]]]: This issue is unlikely to be resolved until lawmakers [[yields]] from their summer recess in early September .<SPLIT>[[[[Sentence2]]]]: The issue is unlikely to be resolved until Congress reconvenes in early September .",0.005435347557067871,0.7534610033035278,1,0,1,64,"Successful"
"[[[[Sentence1]]]]: "" We will [[clearly]] [[modify]] some features of our plans as well as their [[administration]] , "" Mr. Reed [[said]] in his [[letter]] .<SPLIT>[[[[Sentence2]]]]: "" We will clearly modify some features of our plans as well as their administration , "" Reed said in a [[letter]] to the NYSE 's 1,366 members .","[[[[Sentence1]]]]: "" We will [[overtly]] [[revised]] some features of our plans as well as their [[goverment]] , "" Mr. Reed [[indicated]] in his [[carte]] .<SPLIT>[[[[Sentence2]]]]: "" We will clearly modify some features of our plans as well as their administration , "" Reed said in a [[charters]] to the NYSE 's 1,366 members .",0.0029111504554748535,0.5119671821594238,1,0,1,220,"Successful"
"[[[[Sentence1]]]]: The [[index]] also [[did]] [[better]] than the [[Standard]] & [[Poor]] 's 500 [[index]] , which increased 3.3 [[percent]] .<SPLIT>[[[[Sentence2]]]]: The [[broader]] Standard & [[Poor]] 's 500 [[Index]] < .SPX > was up 9.05 [[points]] , or 0.94 [[percent]] , at 972.64 .","[[[[Sentence1]]]]: The [[directory]] also [[could]] [[brighter]] than the [[Specs]] & [[Incorrect]] 's 500 [[directory]] , which increased 3.3 [[ratio]] .<SPLIT>[[[[Sentence2]]]]: The [[biggest]] Standard & [[Poorest]] 's 500 [[Indicator]] < .SPX > was up 9.05 [[facets]] , or 0.94 [[cent]] , at 972.64 .",0.009424567222595215,0.030512690544128418,0,0,0,416,"Failed"
"[[[[Sentence1]]]]: Scrimshaw , Supervisor , [[Best]] Minister and Ten [[Most]] Wanted are expected to [[complete]] the [[Belmont]] field .<SPLIT>[[[[Sentence2]]]]: [[Best]] Minister , Scrimshaw , and Ten Most Wanted all had [[workouts]] on Monday morning .","[[[[Sentence1]]]]: Scrimshaw , Supervisor , [[Stronger]] Minister and Ten [[Strongest]] Wanted are expected to [[honing]] the [[Preakness]] field .<SPLIT>[[[[Sentence2]]]]: [[Bestest]] Minister , Scrimshaw , and Ten Most Wanted all had [[practiced]] on Monday morning .",0.008129358291625977,0.6210204362869263,0,1,0,245,"Successful"
"[[[[Sentence1]]]]: Judge Gerald W. Heaney , in dissent , said the authorities should have allowed the prisoner to be [[medicated]] without the consequence of execution .<SPLIT>[[[[Sentence2]]]]: [[In]] [[dissent]] , Judge [[Gerald]] W. Heaney said the authorities should have allowed Mr. Singleton to be medicated without the consequence of execution .","[[[[Sentence1]]]]: Judge Gerald W. Heaney , in dissent , said the authorities should have allowed the prisoner to be [[inhaler]] without the consequence of execution .<SPLIT>[[[[Sentence2]]]]: [[Among]] [[cacophony]] , Judge [[Bernadette]] W. Heaney said the authorities should have allowed Mr. Singleton to be medicated without the consequence of execution .",0.004131197929382324,0.7017306089401245,1,0,1,209,"Successful"
"[[[[Sentence1]]]]: That was 4 [[cents]] [[higher]] than the expectations of analysts surveyed by Thomson First Call .<SPLIT>[[[[Sentence2]]]]: The per-share earnings were also 4 cents per share higher than the expectations of analysts surveyed by [[Thomson]] First Call .","[[[[Sentence1]]]]: That was 4 [[currencies]] [[tougher]] than the expectations of analysts surveyed by Thomson First Call .<SPLIT>[[[[Sentence2]]]]: The per-share earnings were also 4 cents per share higher than the expectations of analysts surveyed by [[Stevenson]] First Call .",0.004917740821838379,0.9872126579284668,1,0,1,86,"Successful"
"[[[[Sentence1]]]]: "" The GPL violates the U.S. Constitution , together with copyright , antitrust and export control laws , and IBMs claims based thereon , or related thereto , are [[barred]] . ""<SPLIT>[[[[Sentence2]]]]: SCO 's filings also assert that "" the GPL violates the U.S. Constitution , together with copyright , antitrust and export control laws . ""","[[[[Sentence1]]]]: "" The GPL violates the U.S. Constitution , together with copyright , antitrust and export control laws , and IBMs claims based thereon , or related thereto , are [[proscribed]] . ""<SPLIT>[[[[Sentence2]]]]: SCO 's filings also assert that "" the GPL violates the U.S. Constitution , together with copyright , antitrust and export control laws . """,0.027599215507507324,0.676837682723999,0,1,0,68,"Successful"
"[[[[Sentence1]]]]: NASA plans to follow-up the rovers ' [[missions]] with [[additional]] orbiters and landers before launching a long-awaited sample-return [[flight]] .<SPLIT>[[[[Sentence2]]]]: [[NASA]] [[plans]] to [[explore]] the [[Red]] [[Planet]] with ever more [[sophisticated]] robotic orbiters and landers .","[[[[Sentence1]]]]: NASA plans to follow-up the rovers ' [[functions]] with [[complementary]] orbiters and landers before launching a long-awaited sample-return [[plane]] .<SPLIT>[[[[Sentence2]]]]: [[SPACECRAFT]] [[agendas]] to [[considering]] the [[Roza]] [[Globo]] with ever more [[advanced]] robotic orbiters and landers .",0.014850020408630371,0.5049829483032227,0,1,0,285,"Successful"
"[[[[Sentence1]]]]: The [[broader]] [[Standard]] & Poor 's 500 [[Index]] .SPX [[crept]] up 4.3 points , or 0.44 percent , to 980.52 .<SPLIT>[[[[Sentence2]]]]: The technology-laced Nasdaq Composite [[Index]] .IXIC [[rose]] 17.33 points , or 1.07 percent , to 1,640.13 .","[[[[Sentence1]]]]: The [[broadened]] [[Norma]] & Poor 's 500 [[Indexed]] .SPX [[retreated]] up 4.3 points , or 0.44 percent , to 980.52 .<SPLIT>[[[[Sentence2]]]]: The technology-laced Nasdaq Composite [[Repertory]] .IXIC [[increased]] 17.33 points , or 1.07 percent , to 1,640.13 .",0.010219335556030273,0.026142597198486328,0,0,0,341,"Failed"
"[[[[Sentence1]]]]: Garner said the self-proclaimed mayor of Baghdad , Mohammed Mohsen al-Zubaidi , was released after two days in coalition custody .<SPLIT>[[[[Sentence2]]]]: Garner said self-proclaimed Baghdad mayor Mohammed Mohsen Zubaidi was released 48 hours after his detention in late April .","[[[[Sentence1]]]]: Garner said the self-proclaimed mayor of Baghdad , Mohammed Mohsen al-Zubaidi , was released after two days in coalition custody .<SPLIT>[[[[Sentence2]]]]: Garner said self-proclaimed Baghdad mayor Mohammed Mohsen Zubaidi was released 48 hours after his detention in late April .",0.9948066473007202,0.9948066473007202,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: In a statement , Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17 .<SPLIT>[[[[Sentence2]]]]: The dividend , the company 's second this calendar year , is payable on Nov. 7 to shareholders of record at the close of business Oct. 17 .","[[[[Sentence1]]]]: In a statement , Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17 .<SPLIT>[[[[Sentence2]]]]: The dividend , the company 's second this calendar year , is payable on Nov. 7 to shareholders of record at the close of business Oct. 17 .",0.7461272478103638,0.7461272478103638,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: She asked to be [[excused]] from last week 's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda .<SPLIT>[[[[Sentence2]]]]: She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda .","[[[[Sentence1]]]]: She asked to be [[atone]] from last week 's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda .<SPLIT>[[[[Sentence2]]]]: She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda .",0.00993579626083374,0.5013594031333923,1,0,1,56,"Successful"
"[[[[Sentence1]]]]: In a not-too-subtle swipe at Dean , he predicted Americans would not elect a Democrat "" who sounds an uncertain trumpet in these dangerous times . ""<SPLIT>[[[[Sentence2]]]]: They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times . ""","[[[[Sentence1]]]]: In a not-too-subtle swipe at Dean , he predicted Americans would not elect a Democrat "" who sounds an uncertain trumpet in these dangerous times . ""<SPLIT>[[[[Sentence2]]]]: They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times . """,0.831464946269989,0.831464946269989,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: The jury asked for [[transcripts]] of Quattrone 's testimony about his role in the IPO allocation process .<SPLIT>[[[[Sentence2]]]]: The jury asked to [[have]] Mr. Quattrone 's testimony about his role in the allocation of stock offerings [[read]] to them .","[[[[Sentence1]]]]: The jury asked for [[appearances]] of Quattrone 's testimony about his role in the IPO allocation process .<SPLIT>[[[[Sentence2]]]]: The jury asked to [[be]] Mr. Quattrone 's testimony about his role in the allocation of stock offerings [[leen]] to them .",0.007786452770233154,0.9591730237007141,1,0,1,76,"Successful"
"[[[[Sentence1]]]]: I have no doubt whatever that the evidence of Iraqi weapons of mass destruction will be there .<SPLIT>[[[[Sentence2]]]]: "" I have said throughout ... I have absolutely no [[doubt]] about the existence of weapons of mass destruction .","[[[[Sentence1]]]]: I have no doubt whatever that the evidence of Iraqi weapons of mass destruction will be there .<SPLIT>[[[[Sentence2]]]]: "" I have said throughout ... I have absolutely no [[doubtless]] about the existence of weapons of mass destruction .",0.015568792819976807,0.9569007754325867,1,0,1,36,"Successful"
"[[[[Sentence1]]]]: Albertsons and Kroger 's Ralphs chain locked out their [[workers]] in [[response]] .<SPLIT>[[[[Sentence2]]]]: Kroger 's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of [[solidarity]] .","[[[[Sentence1]]]]: Albertsons and Kroger 's Ralphs chain locked out their [[housemaids]] in [[replicas]] .<SPLIT>[[[[Sentence2]]]]: Kroger 's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of [[sympathy]] .",0.003019869327545166,0.9350762367248535,1,0,1,97,"Successful"
"[[[[Sentence1]]]]: It later emerged that he had [[broken]] his right thigh and bones in his right wrist and elbow .<SPLIT>[[[[Sentence2]]]]: Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures .","[[[[Sentence1]]]]: It later emerged that he had [[quashed]] his right thigh and bones in his right wrist and elbow .<SPLIT>[[[[Sentence2]]]]: Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures .",0.014473319053649902,0.7534959316253662,1,0,1,73,"Successful"
"[[[[Sentence1]]]]: [[Court]] Judge Robert [[Sweet]] said the plaintiffs [[failed]] "" to draw an [[adequate]] [[casual]] connection between the consumption of McDonald 's food and their [[alleged]] [[injuries]] . ""<SPLIT>[[[[Sentence2]]]]: [[The]] [[judge]] in [[U]].[[S]]. District [[Court]] in Manhattan [[said]] the plaintiffs [[had]] [[failed]] "" to draw an adequate casual connection between the consumption of McDonald 's food and their alleged [[injuries]] . ""","[[[[Sentence1]]]]: [[Hof]] Judge Robert [[Mild]] said the plaintiffs [[neglecting]] "" to draw an [[insufficient]] [[unintentional]] connection between the consumption of McDonald 's food and their [[pled]] [[lacerations]] . ""<SPLIT>[[[[Sentence2]]]]: [[Both]] [[magistrates]] in [[oder]].[[n]]. District [[Cour]] in Manhattan [[avowed]] the plaintiffs [[were]] [[lacked]] "" to draw an adequate casual connection between the consumption of McDonald 's food and their alleged [[wounding]] . """,0.0032468438148498535,0.5147918462753296,1,0,1,602,"Successful"
"[[[[Sentence1]]]]: A neighbor said a [[duffel]] [[bag]] containing a [[woman]] 's body was [[dug]] up , and the other body was encased in concrete .<SPLIT>[[[[Sentence2]]]]: A neighbor [[said]] a woman 's [[body]] was [[dug]] up in a duffel [[bag]] , and the other was encased in concrete .","[[[[Sentence1]]]]: A neighbor said a [[tote]] [[kits]] containing a [[chica]] 's body was [[amplify]] up , and the other body was encased in concrete .<SPLIT>[[[[Sentence2]]]]: A neighbor [[noted]] a woman 's [[cadaver]] was [[excavated]] up in a duffel [[haversack]] , and the other was encased in concrete .",0.002953827381134033,0.6668888330459595,1,0,1,325,"Successful"
"[[[[Sentence1]]]]: At least five class-action lawsuits have been filed , including one in Pennsylvania .<SPLIT>[[[[Sentence2]]]]: At least five class-action lawsuits have been filed on [[behalf]] of hormone users .","[[[[Sentence1]]]]: At least five class-action lawsuits have been filed , including one in Pennsylvania .<SPLIT>[[[[Sentence2]]]]: At least five class-action lawsuits have been filed on [[title]] of hormone users .",0.2483188509941101,0.6010078191757202,0,1,0,33,"Successful"
"[[[[Sentence1]]]]: Southwest said it [[completed]] [[inspections]] of its entire fleet of 385 aircraft -- all 737s -- and found no additional items .<SPLIT>[[[[Sentence2]]]]: Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .","[[[[Sentence1]]]]: Southwest said it [[completing]] [[supervises]] of its entire fleet of 385 aircraft -- all 737s -- and found no additional items .<SPLIT>[[[[Sentence2]]]]: Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .",0.006196022033691406,0.9278470277786255,1,0,1,104,"Successful"
"[[[[Sentence1]]]]: Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected [[demand]] for computer microprocessors offset the weakness of its communications chip business .<SPLIT>[[[[Sentence2]]]]: Intel Corp. ' s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors .","[[[[Sentence1]]]]: Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected [[request]] for computer microprocessors offset the weakness of its communications chip business .<SPLIT>[[[[Sentence2]]]]: Intel Corp. ' s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors .",0.07017898559570312,0.9752148389816284,0,1,0,82,"Successful"
"[[[[Sentence1]]]]: The South Korean Agriculture and Forestry Ministry also said it would throw out or send back all Canadian [[beef]] currently in store .<SPLIT>[[[[Sentence2]]]]: The South Korean Agriculture and Forestry Ministry said it would scrap or return all Canadian [[beef]] in [[store]] .","[[[[Sentence1]]]]: The South Korean Agriculture and Forestry Ministry also said it would throw out or send back all Canadian [[butchering]] currently in store .<SPLIT>[[[[Sentence2]]]]: The South Korean Agriculture and Forestry Ministry said it would scrap or return all Canadian [[heifers]] in [[godown]] .",0.002596557140350342,0.6573663949966431,1,0,1,158,"Successful"
"[[[[Sentence1]]]]: "" It appears from our initial report that this was a textbook landing considering the circumstances , "" Burke said .<SPLIT>[[[[Sentence2]]]]: Said Mr. Burke : "" It was a textbook landing considering the circumstances . ""","[[[[Sentence1]]]]: "" It appears from our initial report that this was a textbook landing considering the circumstances , "" Burke said .<SPLIT>[[[[Sentence2]]]]: Said Mr. Burke : "" It was a textbook landing considering the circumstances . """,0.9123819470405579,0.9123819470405579,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: By Sunday night , the fires had blackened 277,000 acres , hundreds of [[miles]] apart .<SPLIT>[[[[Sentence2]]]]: Major fires had burned 264,000 acres by early last night .","[[[[Sentence1]]]]: By Sunday night , the fires had blackened 277,000 acres , hundreds of [[km]] apart .<SPLIT>[[[[Sentence2]]]]: Major fires had burned 264,000 acres by early last night .",0.23201316595077515,0.5043730735778809,0,1,0,38,"Successful"
